,Unnamed: 0,action,effectiveness,effectiveness_number
2678,2678,Retain remnant habitat patches,No evidence found (no assessment),1
2679,2679,Retain residual tree patches in logged areas,Unknown effectiveness (limited evidence),1
2680,2680,Retain riparian buffer strips during timber harvest,No evidence found (no assessment),1
2681,2681,Retain riparian buffer strips during timber harvest,No evidence found (no assessment),1
2682,2682,Retain riparian buffer strips during timber harvest,Likely to be beneficial,2
2683,2683,Retain riparian buffers in logged areas,No evidence found (no assessment),1
2684,2684,Retain riparian buffers on agricultural land,Unknown effectiveness (limited evidence),1
2685,2685,Retain understorey vegetation within plantations,Unknown effectiveness (limited evidence),1
2686,2686,Retain undisturbed patches during thinning operations,Unknown effectiveness (limited evidence),1
2687,2687,Retain unmown field margins,Unknown effectiveness (limited evidence),1
2688,2688,Retain veteran and standing dead trees as roosting sites for bats,No evidence found (no assessment),1
2689,2689,Retain wetlands,No evidence found (no assessment),1
2690,2690,Retain wildlife corridors in logged areas,Unknown effectiveness (limited evidence),1
2691,2691,Retain wildlife corridors in residential areas,Unknown effectiveness (limited evidence),1
2692,2692,Retain/create habitat corridors across service corridors,No evidence found (no assessment),1
2693,2693,Retain/create habitat corridors in areas of energy production or mining,No evidence found (no assessment),1
2694,2694,Retain/create habitat corridors in developed areas,No evidence found (no assessment),1
2695,2695,Retain/create habitat corridors in farmed areas,Unknown effectiveness (limited evidence),1
2696,2696,Retain/create habitat linkages across service corridors,No evidence found (no assessment),1
2697,2697,Retain/create habitat linkages in areas of energy production or mining,No evidence found (no assessment),1
2698,2698,Retain/create habitat linkages in developed areas,No evidence found (no assessment),1
2699,2699,Retain/create habitat linkages in farmed areas,No evidence found (no assessment),1
2700,2700,Retain/maintain road verges as habitat,No evidence found (no assessment),1
2701,2701,Retain/maintain road verges as small mammal habitat,No evidence found (no assessment),1
2702,2702,Retain/provide migration corridors,No evidence found (no assessment),1
2703,2703,Retain/restore/create vegetation around brackish/saline swamps,No evidence found (no assessment),1
2704,2704,Retain/restore/create vegetation around brackish/salt marshes,No evidence found (no assessment),1
2705,2705,Retain/restore/create vegetation around freshwater marshes,Likely to be beneficial,2
2706,2706,Retain/restore/create vegetation around freshwater swamps,No evidence found (no assessment),1
2707,2707,Reunite abandoned marine and freshwater mammal young with parents,Unknown effectiveness (limited evidence),1
2708,2708,Revegetate gravel pits,No evidence found (no assessment),1
2709,2709,Revert arable land to permanent grassland,Likely to be ineffective or harmful,0
2710,2710,Rewet peat to prevent wild fires,No evidence found (no assessment),1
2711,2711,Rewet peatland (before/after planting),No evidence found (no assessment),1
2712,2712,Rewet peatland (raise water table),Beneficial,2
2713,2713,Rotate the orientation of diamond mesh in a trawl net,Awaiting assessment,1
2714,2714,Rotovate to control grass,Unknown effectiveness (limited evidence),1
2715,2715,Roughen peat surface to create microclimates (without planting),No evidence found (no assessment),1
2716,2716,Run research project and ensure permanent human presence at site,Likely to be beneficial,2
2717,2717,Run tourist projects and ensure permanent human presence at site,Trade-off between benefit and harms,1
2718,2718,Scare birds from fish farms,Likely to be ineffective or harmful,0
2719,2719,Scare fish-eating birds from areas to reduce conflict,Evidence not assessed,1
2720,2720,Scare or otherwise deter birds from airports,Likely to be beneficial,2
2721,2721,Scare or otherwise deter mammals from human-occupied areas to reduce human-wildlife conflict,Likely to be beneficial,2
2722,2722,Selectively avoid unwanted fish based on temperature distribution,Awaiting assessment,1
2723,2723,Set a maximum landing size for commercially fished species,Awaiting assessment,1
2724,2724,Set a minimum landing size for commercially fished species,Awaiting assessment,1
2725,2725,Set and enforce vessel speed limits,Likely to be beneficial,2
2726,2726,Set commercial catch quotas,No evidence found (no assessment),1
2727,2727,Set commercial catch quotas,No evidence found (no assessment),1
2728,2728,Set commercial catch quotas and habitat credits systems,No evidence found (no assessment),1
2729,2729,Set gillnets perpendicular to the shore,No evidence found (no assessment),1
2730,2730,Set habitat credits systems,No evidence found (no assessment),1
2731,2731,Set hunting quotas based on target species population trends,Likely to be beneficial,2
2732,2732,Set limits for change in sediment particle size during aggregate extraction,No evidence found (no assessment),1
2733,2733,Set limits for change in sediment particle size during rock dumping,No evidence found (no assessment),1
2734,2734,Set limits on hull depth,No evidence found (no assessment),1
2735,2735,Set limits on the area that can be covered by utility and service lines at one location,No evidence found (no assessment),1
2736,2736,Set lines underwater to reduce seabird bycatch,Trade-off between benefit and harms,1
2737,2737,Set longlines at night to reduce seabird bycatch,Trade-off between benefit and harms,1
2738,2738,Set longlines at the side of the boat to reduce seabird bycatch,No evidence found (no assessment),1
2739,2739,Set maximum number of people/vehicles approaching mammals,No evidence found (no assessment),1
2740,2740,Set minimum distances for approaching birds (buffer zones),No evidence found (no assessment),1
2741,2741,Set minimum distances for approaching mammals,No evidence found (no assessment),1
2742,2742,Set or improve minimum sewage treatment standards,No evidence found (no assessment),1
2743,2743,Set or improve minimum sewage treatment standards,Unknown effectiveness (limited evidence),1
2744,2744,Set quotas for non-targeted commercial catch,Awaiting assessment,1
2745,2745,Set recreational catch quotas,No evidence found (no assessment),1
2746,2746,Set regulatory ban on marine burial of nuclear waste,No evidence found (no assessment),1
2747,2747,Set regulatory ban on marine burial of nuclear waste,No evidence found (no assessment),1
2748,2748,"Set regulatory ban on marine burial of persistent environmental pollutants, including nuclear waste",No evidence found (no assessment),1
2749,2749,Set unwanted catch quotas,No evidence found (no assessment),1
2750,2750,Set unwanted catch quotas,Awaiting assessment,1
2751,2751,Shield lights to reduce mortality from artificial lights,Unknown effectiveness (limited evidence),1
2752,2752,Shorten livestock grazing period or control grazing season in forests,Unknown effectiveness (limited evidence),1
2753,2753,Shorten the period during which livestock can graze,Unknown effectiveness (limited evidence),1
2754,2754,Site management for target mammal species carried out by field sport practitioners,Unknown effectiveness (limited evidence),1
2755,2755,"Skunk cabbage:  Biological control using co-evolved, host specific herbivores",No evidence found (no assessment),1
2756,2756,Skunk cabbage:  Biological control using fungal-based herbicides,No evidence found (no assessment),1
2757,2757,Skunk cabbage:  Biological control using native herbivores,No evidence found (no assessment),1
2758,2758,Skunk cabbage:  Chemical control using herbicides,Likely to be beneficial,2
2759,2759,"Skunk cabbage:  Environmental control (e.g. shading, or promotion of native plants)",No evidence found (no assessment),1
2760,2760,Skunk cabbage:  Physical removal,Likely to be beneficial,2
2761,2761,Skunk cabbage:  Public education,No evidence found (no assessment),1
2762,2762,Skunk cabbage: Combination treatment using herbicides and physical removal,No evidence found (no assessment),1
2763,2763,Skunk cabbage: Use of a tarpaulin,No evidence found (no assessment),1
2764,2764,Skunk cabbage: Use of flame treatment,No evidence found (no assessment),1
2765,2765,Skunk cabbage: Use of hydrogen peroxide,No evidence found (no assessment),1
2766,2766,Skunk cabbage: Use of liquid nitrogen,No evidence found (no assessment),1
2767,2767,Slow down input water to allow more time for pollutants to be removed,No evidence found (no assessment),1
2768,2768,Slow down input water to allow more time for pollutants to be removed,Unknown effectiveness (limited evidence),1
2769,2769,Slow rotation of turbine blades at low wind speeds,Likely to be beneficial,2
2770,2770,Soak non-woody plants before planting: brackish/saline wetlands,No evidence found (no assessment),1
2771,2771,Soak non-woody plants before planting: freshwater wetlands,No evidence found (no assessment),1
2772,2772,Soak seeds of non-woody plants before sowing: brackish/saline wetlands,No evidence found (no assessment),1
2773,2773,Soak seeds of non-woody plants before sowing: freshwater wetlands,Unknown effectiveness (limited evidence),1
2774,2774,Soak tree/shrub seeds before sowing: brackish/saline wetlands,No evidence found (no assessment),1
2775,2775,Soak tree/shrub seeds before sowing: freshwater wetlands,No evidence found (no assessment),1
2776,2776,Soak trees/shrubs before planting: brackish/saline wetlands,No evidence found (no assessment),1
2777,2777,Soak trees/shrubs before planting: freshwater wetlands,Unknown effectiveness (limited evidence),1
2778,2778,Soil: Add compost to the soil,Beneficial,2
2779,2779,Soil: Add manure to the soil,Likely to be beneficial,2
2780,2780,Soil: Add sewage sludge to the soil,Unknown effectiveness (limited evidence),1
2781,2781,Soil: Add slurry to the soil,Unknown effectiveness (limited evidence),1
2782,2782,Soil: Exclude grazers,Unknown effectiveness (limited evidence),1
2783,2783,Soil: Grow cover crops in arable fields,Beneficial,2
2784,2784,Soil: Plant buffer strips,Unknown effectiveness (limited evidence),1
2785,2785,Soil: Plant hedgerows,Unknown effectiveness (limited evidence),1
2786,2786,Soil: Plant or maintain ground cover in orchards or vineyards,Beneficial,2
2787,2787,Soil: Restore habitat along watercourses,Unknown effectiveness (limited evidence),1
2788,2788,Soil: Use crop rotations,Unknown effectiveness (limited evidence),1
2789,2789,Soil: Use fewer grazers,Unknown effectiveness (limited evidence),1
2790,2790,Soil: Use no tillage in arable fields,Likely to be beneficial,2
2791,2791,Soil: Use no tillage instead of reduced tillage,Unlikely to be beneficial,0
2792,2792,Soil: Use organic fertilizer instead of inorganic,Likely to be beneficial,2
2793,2793,Soil: Use reduced tillage in arable fields,Beneficial,2
2794,2794,Source spat and juveniles from areas or hatcheries not infested with diseases or non-native or problematic species,No evidence found (no assessment),1
2795,2795,Sow crops in spring rather than autumn,Likely to be beneficial,2
2796,2796,Sow grass seeds,Evidence not assessed,1
2797,2797,Sow grassland forb species,Evidence not assessed,1
2798,2798,Sow grassland seeds from a local source,Evidence not assessed,1
2799,2799,Sow native grass and forbs,Evidence not assessed,1
2800,2800,Sow or plant nurse plants (alongside seeding/planting of grassland species),Evidence not assessed,1
2801,2801,Sow rare or declining arable weeds,Unknown effectiveness (limited evidence),1
2802,2802,Sow seeds,Likely to be beneficial,2
2803,2803,Sow seeds and plant individual plants,Unknown effectiveness (limited evidence),1
2804,2804,Sow seeds at a higher density,Evidence not assessed,1
2805,2805,Sow seeds at start of growing season,Evidence not assessed,1
2806,2806,Sow seeds in part of site,Evidence not assessed,1
2807,2807,Sow seeds in prepared gaps within vegetation,Evidence not assessed,1
2808,2808,Sow seeds of nurse plants,Evidence not assessed,1
2809,2809,Sow seeds of parasitic species (e.g. yellow rattle),Evidence not assessed,1
2810,2810,Sow seeds of tree species in savanna,Evidence not assessed,1
2811,2811,Sow tree seeds,Unknown effectiveness (limited evidence),1
2812,2812,Sow tree seeds after wildfire,Likely to be ineffective or harmful,0
2813,2813,Sow uncropped arable field margins with a native wild flower seed mix,Awaiting assessment,1
2814,2814,Sow uncropped arable field margins with an agricultural nectar and pollen mix,Awaiting assessment,1
2815,2815,Sowing roadside verges,No evidence found (no assessment),1
2816,2816,Specify a size range of capture for commercially fished species,Awaiting assessment,1
2817,2817,"Spray slurry of seed, mulch and water (‘hydroseeding’)",Evidence not assessed,1
2818,2818,Spray water to deter birds from ponds,Unlikely to be beneficial,0
2819,2819,Spread clippings,Unknown effectiveness (limited evidence),1
2820,2820,Stabilize peatland surface to help plants colonize,Unknown effectiveness (limited evidence),1
2821,2821,Start educational programmes for personal watercraft owners,Likely to be beneficial,2
2822,2822,Sterilize equipment to prevent ranavirus,No evidence found (no assessment),1
2823,2823,Sterilize equipment to prevent spread of disease,No evidence found (no assessment),1
2824,2824,Sterilize equipment when moving between amphibian sites,Unknown effectiveness (limited evidence),1
2825,2825,Sterilize non-native domestic or feral species (e.g. cats and dogs),No evidence found (no assessment),1
2826,2826,Sterilize predators,Unknown effectiveness (limited evidence),1
2827,2827,Stimulate microbial breakdown of oil,No evidence found (no assessment),1
2828,2828,"Strategically lay out the scent of a primate predator (e.g. leopard, lion)",No evidence found (no assessment),1
2829,2829,Strengthen cultural traditions such as sacred groves that prevent timber harvesting,No evidence found (no assessment),1
2830,2830,Strengthen cultural traditions that discourage bat harvesting,No evidence found (no assessment),1
2831,2831,Strengthen/support/re-install traditions/taboos that forbid the killing of primates,Unknown effectiveness (limited evidence),1
2832,2832,Strip topsoil,Unknown effectiveness (limited evidence),1
2833,2833,Strip turf to control grass,Unknown effectiveness (limited evidence),1
2834,2834,Strip/disturb topsoil (alongside planting/seeding),Unknown effectiveness (limited evidence),1
2835,2835,Support or maintain low intensity agricultural systems,No evidence found (no assessment),1
2836,2836,Support or maintain low-intensity agricultural systems,No evidence found (no assessment),1
2837,2837,Sustainable management of non-timber forest products,No evidence found (no assessment),1
2838,2838,Switch off artificial lighting at wild fisheries,Unknown effectiveness (limited evidence),1
2839,2839,Switch to land-based aquaculture systems,No evidence found (no assessment),1
2840,2840,Tag species to prevent illegal fishing or harvesting,Unknown effectiveness (limited evidence),1
2841,2841,Take field corners out of management,Evidence not assessed,1
2842,2842,Take field corners out of management,Unknown effectiveness (limited evidence),1
2843,2843,Temporarily hold females and offspring in fenced area to increase survival of young,No evidence found (no assessment),1
2844,2844,Temporarily move reptiles away from short-term threats,Awaiting assessment,1
2845,2845,Thaw bait before setting lines to reduce seabird bycatch,Unknown effectiveness (limited evidence),1
2846,2846,Thicken earth wire to reduce incidental bird mortality,Unknown effectiveness (limited evidence),1
2847,2847,Thin trees after wildfire,Trade-off between benefit and harms,1
2848,2848,Thin trees by girdling (cutting rings around tree trunks),Unknown effectiveness (limited evidence),1
2849,2849,Thin trees to reduce wildfire risk,Likely to be beneficial,2
2850,2850,Thin trees within forest,Likely to be beneficial,2
2851,2851,Thin trees within forest and woodland,Likely to be beneficial,2
2852,2852,Thin trees within forests,Awaiting assessment,1
2853,2853,Thin trees within forests,Trade-off between benefit and harms,1
2854,2854,Thin trees within forests,Likely to be ineffective or harmful,0
2855,2855,Thin trees within forests,No evidence found (no assessment),1
2856,2856,Thin trees within forests: effects on mature trees,Trade-off between benefit and harms,1
2857,2857,Thin trees within forests: effects on non-vascular plants,Likely to be ineffective or harmful,0
2858,2858,Thin trees within forests: effects on understory plants,Likely to be beneficial,2
2859,2859,Thin trees within forests: effects on young trees,Likely to be beneficial,2
2860,2860,Thin vegetation to prevent wild fires,No evidence found (no assessment),1
2861,2861,Thin vegetation to prevent wild fires,No evidence found (no assessment),1
2862,2862,Tow buoys behind longlining boats to reduce seabird bycatch,No evidence found (no assessment),1
2863,2863,Train and support local staff to help reduce persecution of mammals,Likely to be beneficial,2
2864,2864,Train arborists and forestry operatives to identify potential bat roosts,No evidence found (no assessment),1
2865,2865,Train captive-bred mammals to avoid predators,Unknown effectiveness (limited evidence),1
2866,2866,Train langur monkeys to deter rhesus macaques,No evidence found (no assessment),1
2867,2867,Train mammals to avoid problematic species,Unknown effectiveness (limited evidence),1
2868,2868,Train tourist guides to minimize disturbance and promote bat conservation,No evidence found (no assessment),1
2869,2869,Train tourist guides to minimize disturbance and promote marine and freshwater mammal conservation,Unknown effectiveness (limited evidence),1
2870,2870,Train vessel operators on appropriate avoidance techniques to reduce collisions,No evidence found (no assessment),1
2871,2871,Transfer plant material from intact grassland alongside seeding/planting,Evidence not assessed,1
2872,2872,Translocate (capture & release) wild primates from abundant population areas to non-inhabited environments,Unknown effectiveness (limited evidence),1
2873,2873,Translocate (capture & release) wild primates from development sites to natural habitat elsewhere,Unknown effectiveness (limited evidence),1
2874,2874,Translocate adult or juvenile reptiles: Crocodilians,Awaiting assessment,1
2875,2875,Translocate adult or juvenile reptiles: Lizards,Awaiting assessment,1
2876,2876,Translocate adult or juvenile reptiles: Sea turtles,Awaiting assessment,1
2877,2877,Translocate adult or juvenile reptiles: Snakes,Awaiting assessment,1
2878,2878,"Translocate adult or juvenile reptiles: Tortoises, terrapins, side-necked & softshell turtles",Awaiting assessment,1
2879,2879,Translocate adult or juvenile reptiles: Tuatara,Awaiting assessment,1
2880,2880,Translocate amphibians,Likely to be beneficial,2
2881,2881,Translocate animals from source populations subject to similar climatic conditions,Unknown effectiveness (limited evidence),1
2882,2882,Translocate auks,Unknown effectiveness (limited evidence),1
2883,2883,Translocate bats,Likely to be ineffective or harmful,0
2884,2884,Translocate birds away from fish farms,Unknown effectiveness (limited evidence),1
2885,2885,Translocate bumblebee colonies in nest boxes,Awaiting assessment,1
2886,2886,Translocate crop raiders away from crops (e.g. elephants) to reduce human-wildlife conflict,Trade-off between benefit and harms,1
2887,2887,Translocate frogs,Trade-off between benefit and harms,1
2888,2888,Translocate gamebirds,Trade-off between benefit and harms,1
2889,2889,Translocate great crested newts,Likely to be beneficial,2
2890,2890,Translocate habitat-forming (biogenic) species  - Translocate reef-forming corals,Likely to be beneficial,2
2891,2891,Translocate habitat-forming (biogenic) species - Translocate reef- or bed-forming molluscs,Unknown effectiveness (limited evidence),1
2892,2892,"Translocate herons, storks and ibises",Unknown effectiveness (limited evidence),1
2893,2893,Translocate individuals,Beneficial,2
2894,2894,Translocate mammals away from aquaculture systems to reduce human-wildlife conflict,Likely to be ineffective or harmful,0
2895,2895,Translocate mammals away from site contaminated by oil spill,Unknown effectiveness (limited evidence),1
2896,2896,Translocate mammals away from sites of proposed energy developments,Unknown effectiveness (limited evidence),1
2897,2897,Translocate mammals that have habituated to humans (e.g. bears),Trade-off between benefit and harms,1
2898,2898,Translocate mammals to reduce overpopulation,Trade-off between benefit and harms,1
2899,2899,Translocate marine and freshwater mammal species before onset of impactful activities,No evidence found (no assessment),1
2900,2900,Translocate marine and freshwater mammals to re-establish or boost native populations,Likely to be beneficial,2
2901,2901,Translocate megapodes,Unknown effectiveness (limited evidence),1
2902,2902,Translocate natterjack toads,Likely to be beneficial,2
2903,2903,Translocate nests to avoid disturbance,Unknown effectiveness (limited evidence),1
2904,2904,Translocate or temporarily bring marine and freshwater mammals into captivity to reduce exposure to disease,No evidence found (no assessment),1
2905,2905,Translocate owls,Unknown effectiveness (limited evidence),1
2906,2906,Translocate parrots,Likely to be beneficial,2
2907,2907,Translocate pelicans,Likely to be beneficial,2
2908,2908,Translocate petrels and shearwaters,Likely to be beneficial,2
2909,2909,Translocate predators away from livestock to reduce human-wildlife conflict,Trade-off between benefit and harms,1
2910,2910,Translocate predators for ecosystem restoration,Likely to be beneficial,2
2911,2911,Translocate problem mammals away from residential areas (e.g. habituated bears) to reduce human-wildlife conflict,Likely to be ineffective or harmful,0
2912,2912,Translocate problem reptiles,Awaiting assessment,1
2913,2913,Translocate rails,Likely to be beneficial,2
2914,2914,Translocate raptors,Beneficial,2
2915,2915,Translocate reptiles away from threats: Crocodilians,Awaiting assessment,1
2916,2916,Translocate reptiles away from threats: Sea turtles,No evidence found (no assessment),1
2917,2917,Translocate reptiles away from threats: Snakes and lizards,Awaiting assessment,1
2918,2918,"Translocate reptiles away from threats: Tortoises, terrapins, side-necked & softshell turtles",Awaiting assessment,1
2919,2919,Translocate reptiles away from threats: Tuatara,Awaiting assessment,1
2920,2920,Translocate salamanders (including newts),Likely to be beneficial,2
2921,2921,Translocate solitary bees,Awaiting assessment,1
2922,2922,Translocate songbirds,Likely to be beneficial,2
2923,2923,Translocate species - Translocate crustaceans,Unknown effectiveness (limited evidence),1
2924,2924,Translocate species - Translocate molluscs,Likely to be beneficial,2
2925,2925,Translocate species - Translocate worms,Unknown effectiveness (limited evidence),1
2926,2926,Translocate to re-establish or boost populations in native range,Beneficial,2
2927,2927,Translocate toads,Likely to be beneficial,2
2928,2928,Translocate wildfowl,Likely to be beneficial,2
2929,2929,Translocate wood frogs,Likely to be beneficial,2
2930,2930,Translocate woodpeckers,Likely to be beneficial,2
2931,2931,Transplant captive-bred or hatchery-reared habitat-forming (biogenic) species,No evidence found (no assessment),1
2932,2932,Transplant captive-bred or hatchery-reared individuals of habitat-forming (biogenic) species that are resistant to climate change,No evidence found (no assessment),1
2933,2933,Transplant or replace blocks of vegetation: brackish/salt marshes,Unknown effectiveness (limited evidence),1
2934,2934,Transplant or replace blocks of vegetation: freshwater marshes,Likely to be beneficial,2
2935,2935,Transplant or replace wetland soil: brackish/saline swamps,No evidence found (no assessment),1
2936,2936,Transplant or replace wetland soil: brackish/salt marshes,No evidence found (no assessment),1
2937,2937,Transplant or replace wetland soil: freshwater marshes,Likely to be beneficial,2
2938,2938,Transplant or replace wetland soil: freshwater swamps,No evidence found (no assessment),1
2939,2939,Transplant or seed organisms onto intertidal artificial structures,Awaiting assessment,1
2940,2940,Transplant or seed organisms onto subtidal artificial structures,Awaiting assessment,1
2941,2941,Transplant trees,No evidence found (no assessment),1
2942,2942,Transplant wetland soil before/after planting non-woody plants: brackish/saline wetlands,No evidence found (no assessment),1
2943,2943,Transplant wetland soil before/after planting non-woody plants: freshwater wetlands,Unknown effectiveness (limited evidence),1
2944,2944,Transplant wetland soil before/after planting trees/shrubs: brackish/saline wetlands,No evidence found (no assessment),1
2945,2945,Transplant wetland soil before/after planting trees/shrubs: freshwater wetlands,No evidence found (no assessment),1
2946,2946,Transplant/release captive-bred or hatchery-reared species - Transplant/release crustaceans,Likely to be beneficial,2
2947,2947,Transplant/release captive-bred or hatchery-reared species - Transplant/release molluscs,Likely to be beneficial,2
2948,2948,Transplant/release captive-bred or hatchery-reared species in predator exclusion cages,Unknown effectiveness (limited evidence),1
2949,2949,Transplant/release climate change-resistant captive-bred or hatchery-reared individuals to re-establish or boost native populations,No evidence found (no assessment),1
2950,2950,Transplant/translocate ‘bioremediating’ species,No evidence found (no assessment),1
2951,2951,Treat amphibians with chytridiomycosis in the wild or pre-release,Unknown effectiveness (limited evidence),1
2952,2952,Treat ballast water before exchange,No evidence found (no assessment),1
2953,2953,Treat ballast water before release,No evidence found (no assessment),1
2954,2954,Treat bat hibernacula environments to reduce the white-nose syndrome pathogen reservoir,No evidence found (no assessment),1
2955,2955,Treat bats for infection with white-nose syndrome,Unknown effectiveness (limited evidence),1
2956,2956,Treat disease in wild mammals,Unknown effectiveness (limited evidence),1
2957,2957,Treat disease in wild marine and freshwater mammals,No evidence found (no assessment),1
2958,2958,Treat mammals to reduce conflict caused by disease transmission to humans,Unknown effectiveness (limited evidence),1
2959,2959,Treat seeds of non-woody plants with chemicals before sowing: brackish/saline wetlands,No evidence found (no assessment),1
2960,2960,Treat seeds of non-woody plants with chemicals before sowing: freshwater wetlands,Likely to be beneficial,2
2961,2961,Treat sick/injured animals,Unknown effectiveness (limited evidence),1
2962,2962,Treat tree/shrub seeds with chemicals before sowing: brackish/saline wetlands,No evidence found (no assessment),1
2963,2963,Treat tree/shrub seeds with chemicals before sowing: freshwater wetlands,Unknown effectiveness (limited evidence),1
2964,2964,Treat wastewater from intensive livestock holdings,No evidence found (no assessment),1
2965,2965,Treat wastewater from intensive livestock holdings,No evidence found (no assessment),1
2966,2966,Treat wastewater from intensive livestock holdings,No evidence found (no assessment),1
2967,2967,Treat wetlands with herbicide,Likely to be ineffective or harmful,0
2968,2968,Tree pollarding and tree surgery,No evidence found (no assessment),1
2969,2969,Turn deck lights off during night-time setting of longlines to reduce bycatch,Unknown effectiveness (limited evidence),1
2970,2970,Turn off lights to reduce mortality from artificial lights,Unknown effectiveness (limited evidence),1
2971,2971,"Undersow spring cereals, with clover for example",Likely to be beneficial,2
2972,2972,"Undersow spring cereals, with clover for example",Likely to be beneficial,2
2973,2973,Use 'set-aside' areas of natural habitat for primate protection within mining area,No evidence found (no assessment),1
2974,2974,Use 'set-asides' for primate protection within logging area,No evidence found (no assessment),1
2975,2975,Use 'warm white' rather than 'cool' LED lights,No evidence found (no assessment),1
2976,2976,Use ‘anti-predator training’ to improve survival after release,Unknown effectiveness (limited evidence),1
2977,2977,Use ‘bioremediating’ organisms to remove or neutralize pollutants,No evidence found (no assessment),1
2978,2978,Use ‘bioremediating’ organisms to remove or neutralize pollutants,No evidence found (no assessment),1
2979,2979,Use ‘bracken bruiser’ to control bracken,Unknown effectiveness (limited evidence),1
2980,2980,Use ‘cat curfews’ to reduce predation,No evidence found (no assessment),1
2981,2981,Use ‘flying training’ before release,Unknown effectiveness (limited evidence),1
2982,2982,Use ‘mammal-safe’ nets to capture and release mammals trapped in fishing structures,Unknown effectiveness (limited evidence),1
2983,2983,Use ‘mosaic management’,Unknown effectiveness (limited evidence),1
2984,2984,Use ‘mussel socks’ to prevent birds from attacking shellfish,Likely to be beneficial,2
2985,2985,Use ‘shock collars’ to deter crop damage by mammals to reduce human-wildlife conflict,Unknown effectiveness (limited evidence),1
2986,2986,Use ‘soft start’ procedures to deter marine and freshwater mammals to reduce noise exposure,Unknown effectiveness (limited evidence),1
2987,2987,Use 1% barley in wheat crops for corn buntings,No evidence found (no assessment),1
2988,2988,Use 1% barley in wheat crops for corn buntings,No evidence found (no assessment),1
2989,2989,Use a different bait type,Awaiting assessment,1
2990,2990,Use a different bait type: Crocodilians,No evidence found (no assessment),1
2991,2991,Use a different bait type: Sea turtles,Awaiting assessment,1
2992,2992,Use a different bait type: Snakes & lizards,No evidence found (no assessment),1
2993,2993,"Use a different bait type: Tortoises, terrapins, side-necked & softshell turtles",Awaiting assessment,1
2994,2994,Use a different design or configuration of size-sorting escape grid/system in trawl fishing gear (bottom and mid-water),Awaiting assessment,1
2995,2995,Use a different hook type,Awaiting assessment,1
2996,2996,Use a different method to sort or bring catch onboard,Awaiting assessment,1
2997,2997,Use a different technique when laying and burying cables and pipelines,No evidence found (no assessment),1
2998,2998,Use a different twine type in a trawl net,Awaiting assessment,1
2999,2999,Use a different type of anchor,No evidence found (no assessment),1
3000,3000,Use a larger codend mesh size on trawl nets,Likely to be beneficial,2
3001,3001,Use a larger mesh size,Awaiting assessment,1
3002,3002,Use a larger mesh size for fishing trap-nets,Unknown effectiveness (limited evidence),1
3003,3003,Use a larger mesh size on trammel nets,Unknown effectiveness (limited evidence),1
3004,3004,Use a line shooter to reduce seabird bycatch,Likely to be ineffective or harmful,0
3005,3005,Use a midwater/semi-pelagic trawl instead of bottom/demersal trawl,Likely to be beneficial,2
3006,3006,Use a pulse trawl instead of a beam trawl,Unknown effectiveness (limited evidence),1
3007,3007,Use a separator trawl,Awaiting assessment,1
3008,3008,Use a smaller beam trawl,Unknown effectiveness (limited evidence),1
3009,3009,Use a smaller mesh size for fishing nets,No evidence found (no assessment),1
3010,3010,Use a sonic scarer when setting longlines to reduce seabird bycatch,Unknown effectiveness (limited evidence),1
3011,3011,Use a square mesh instead of a diamond mesh codend in a trawl net,Awaiting assessment,1
3012,3012,Use a square mesh instead of a diamond mesh codend on trawl nets,Unknown effectiveness (limited evidence),1
3013,3013,Use a topless (coverless) trawl,Awaiting assessment,1
3014,3014,Use a water cannon when setting longlines to reduce seabird bycatch,No evidence found (no assessment),1
3015,3015,Use acoustic alerts on gillnets to reduce seabird bycatch,Unknown effectiveness (limited evidence),1
3016,3016,Use acoustic decoys to divert mammals away from fishing gear,Unknown effectiveness (limited evidence),1
3017,3017,Use acoustic devices at aquaculture systems,Trade-off between benefit and harms,1
3018,3018,Use acoustic devices at cooling water intake structures,No evidence found (no assessment),1
3019,3019,Use acoustic devices at renewable energy sites,No evidence found (no assessment),1
3020,3020,Use acoustic devices on fishing gear,Trade-off between benefit and harms,1
3021,3021,Use acoustic devices on fishing vessels,Trade-off between benefit and harms,1
3022,3022,Use acoustic devices on moorings,Trade-off between benefit and harms,1
3023,3023,Use acoustic devices on moving vessels,No evidence found (no assessment),1
3024,3024,Use acoustic devices to deter marine and freshwater mammals from an area to reduce noise exposure,Trade-off between benefit and harms,1
3025,3025,Use acoustically reflective fishing gear materials,Likely to be beneficial,2
3026,3026,Use alerts to reduce grey partridge by-catch during shoots,No evidence found (no assessment),1
3027,3027,Use alley cropping,Awaiting assessment,1
3028,3028,Use alley cropping,Unknown effectiveness (limited evidence),1
3029,3029,Use alternative de-icers on roads,No evidence found (no assessment),1
3030,3030,Use alternative means of getting mussel seeds rather than dredging from natural mussel beds,No evidence found (no assessment),1
3031,3031,Use alternative methods instead of airguns for seismic surveys,No evidence found (no assessment),1
3032,3032,Use amphibians sustainably,No evidence found (no assessment),1
3033,3033,Use an alternative commercial fishing method,Awaiting assessment,1
3034,3034,Use an alternative method to commercially harvest plankton,Awaiting assessment,1
3035,3035,Use an alternative oil source: plant-based,Awaiting assessment,1
3036,3036,Use an alternative protein source: animal,Awaiting assessment,1
3037,3037,Use an alternative protein source: bacteria,Awaiting assessment,1
